compartments,abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
Anaerostipes,0.015505324117317391,0.0021799842686439056,2034,1491,Anaerostipes,0.30000000000000004,Cancer1
Atopobium,0.0007472445357743322,0.00022328997103887634,1192,1035,Atopobium,0.30000000000000004,Cancer1
Bacillus,0.0016813002054922473,0.000311953222670296,2334,1654,Bacillus,0.30000000000000004,Cancer1
Bacteroides,0.5538950121427237,0.26458214097032945,3307,1887,Bacteroides,0.30000000000000004,Cancer1
Bifidobacterium,0.01475807958154306,0.0028205981463773374,3108,1734,Bifidobacterium,0.30000000000000004,Cancer1
Bilophila,0.0005604334018307492,0.0035630708757313605,1386,1194,Bilophila,0.30000000000000004,Cancer1
Blautia,0.08630674388193538,0.004320733926407566,3108,1818,Blautia,0.30000000000000004,Cancer1
Butyricicoccus,0.005791145152251075,0.0044155448863020365,1915,1442,Butyricicoccus,0.30000000000000004,Cancer1
Butyricimonas,0.0020549224733794136,0.0007437837816392678,1322,1145,Butyricimonas,0.30000000000000004,Cancer1
Collinsella,0.004109844946758827,0.000545656420251051,2629,1587,Collinsella,0.30000000000000004,Cancer1
Desulfovibrio,0.002802167009153746,0.00040527644032334033,1739,1384,Desulfovibrio,0.30000000000000004,Cancer1
Dorea,0.01475807958154306,0.002598038280444027,2368,1614,Dorea,0.30000000000000004,Cancer1
Enterococcus,0.0016813002054922473,0.00034394448118158964,2570,1790,Enterococcus,0.30000000000000004,Cancer1
Erysipelatoclostridium,0.0005604334018307492,0.00016935256629071482,2826,1639,Erysipelatoclostridium,0.30000000000000004,Cancer1
Faecalibacterium,0.014571268447599478,0.0025679821761929395,1986,1472,Faecalibacterium,0.30000000000000004,Cancer1
Gemella,0.0003736222678871661,0.00012916773045342994,1127,971,Gemella,0.30000000000000004,Cancer1
Haemophilus,0.005604334018307492,0.001752855345156916,1504,1246,Haemophilus,0.30000000000000004,Cancer1
Lachnoclostridium,0.0033626004109844946,0.0006389596550163188,3174,1970,Lachnoclostridium,0.30000000000000004,Cancer1
Lachnospira,0.003923033812815244,0.004570254117704403,1163,1052,Lachnospira,0.30000000000000004,Cancer1
Listeria,0.0018681113394358306,0.0003834908728271538,1703,1336,Listeria,0.30000000000000004,Cancer1
Mogibacterium,0.0003736222678871661,0.0057372086935399075,955,913,Mogibacterium,0.30000000000000004,Cancer1
Neisseria,0.0033626004109844946,0.0010474930816567573,1329,1106,Neisseria,0.30000000000000004,Cancer1
Odoribacter,0.0076592564916869044,0.002198243532802051,2526,1594,Odoribacter,0.30000000000000004,Cancer1
Parabacteroides,0.0110218569026714,0.0019434021395493624,2870,1747,Parabacteroides,0.30000000000000004,Cancer1
Parasutterella,0.003736222678871661,0.006287210854378409,1080,1019,Parasutterella,0.30000000000000004,Cancer1
Phascolarctobacterium,0.04950495049504951,2.6063519121882423e-06,1019,945,Phascolarctobacterium,0.30000000000000004,Cancer1
Pseudomonas,0.0014944890715486644,0.0004989144383023752,2184,1588,Pseudomonas,0.30000000000000004,Cancer1
Roseburia,0.025406314216327296,0.0011552684000500281,2357,1567,Roseburia,0.30000000000000004,Cancer1
Staphylococcus,0.00429665608070241,0.001183300596075201,2002,1482,Staphylococcus,0.30000000000000004,Cancer1
Streptococcus,0.012703157108163648,0.0013379834863662908,2896,1822,Streptococcus,0.30000000000000004,Cancer1
Subdoligranulum,0.03512049318139362,0.0015474449422126061,1731,1301,Subdoligranulum,0.30000000000000004,Cancer1
Veillonella,0.01232953484027648,0.0022587721196107185,1832,1405,Veillonella,0.30000000000000004,Cancer1
Acinetobacter,0.0022417336073229967,1.2981935923068395e-09,1867,1422,Acinetobacter,0.2,Cancer1
Actinomyces,0.0020549224733794136,6.44998469663735e-10,2445,1643,Actinomyces,0.2,Cancer1
Akkermansia,0.04539510554829068,1.2522323415629617e-09,2274,1386,Akkermansia,0.2,Cancer1
Alistipes,0.04838408369138801,8.683792826042716e-10,2650,1613,Alistipes,0.2,Cancer1
Anaerostipes,0.015505324117317391,2.18091022394784e-10,2034,1491,Anaerostipes,0.2,Cancer1
Atopobium,0.0007472445357743322,4.88434187892128e-10,1192,1035,Atopobium,0.2,Cancer1
Bacillus,0.0016813002054922473,1.1689119108905806e-10,2334,1654,Bacillus,0.2,Cancer1
Bacteroides,0.5538950121427237,0.17785376453759827,3307,1887,Bacteroides,0.2,Cancer1
Bifidobacterium,0.01475807958154306,1.8899369723864594e-10,3108,1734,Bifidobacterium,0.2,Cancer1
Bilophila,0.0005604334018307492,0.0014533573230407636,1386,1194,Bilophila,0.2,Cancer1
Blautia,0.08630674388193538,6.114139966691389e-10,3108,1818,Blautia,0.2,Cancer1
Butyricicoccus,0.005791145152251075,4.0860570519432623e-10,1915,1442,Butyricicoccus,0.2,Cancer1
Butyricimonas,0.0020549224733794136,2.4310740593876426e-09,1322,1145,Butyricimonas,0.2,Cancer1
Collinsella,0.004109844946758827,4.066715587058398e-10,2629,1587,Collinsella,0.2,Cancer1
Desulfovibrio,0.002802167009153746,7.783074821306485e-10,1739,1384,Desulfovibrio,0.2,Cancer1
Dorea,0.01475807958154306,6.099334288107912e-10,2368,1614,Dorea,0.2,Cancer1
Enterococcus,0.0016813002054922473,1.9185781685635458e-10,2570,1790,Enterococcus,0.2,Cancer1
Erysipelatoclostridium,0.0005604334018307492,1.6885112909594776e-09,2826,1639,Erysipelatoclostridium,0.2,Cancer1
Faecalibacterium,0.014571268447599478,2.915553990917368e-10,1986,1472,Faecalibacterium,0.2,Cancer1
Gemella,0.0003736222678871661,9.546769373538603e-09,1127,971,Gemella,0.2,Cancer1
Haemophilus,0.005604334018307492,8.05279123233428e-10,1504,1246,Haemophilus,0.2,Cancer1
Lachnoclostridium,0.0033626004109844946,2.358404223388447e-10,3174,1970,Lachnoclostridium,0.2,Cancer1
Lachnospira,0.003923033812815244,1.051779025737483e-09,1163,1052,Lachnospira,0.2,Cancer1
Listeria,0.0018681113394358306,1.1712418034024814e-09,1703,1336,Listeria,0.2,Cancer1
Mogibacterium,0.0003736222678871661,0.0038176570643445643,955,913,Mogibacterium,0.2,Cancer1
Neisseria,0.0033626004109844946,1.1792205735357867e-09,1329,1106,Neisseria,0.2,Cancer1
Odoribacter,0.0076592564916869044,5.255518954506468e-10,2526,1594,Odoribacter,0.2,Cancer1
Parabacteroides,0.0110218569026714,1.5804124549924428e-10,2870,1747,Parabacteroides,0.2,Cancer1
Parasutterella,0.003736222678871661,2.057759468890031e-06,1080,1019,Parasutterella,0.2,Cancer1
Phascolarctobacterium,0.04950495049504951,6.085068908046007e-10,1019,945,Phascolarctobacterium,0.2,Cancer1
Pseudomonas,0.0014944890715486644,1.9929394132691464e-09,2184,1588,Pseudomonas,0.2,Cancer1
Roseburia,0.025406314216327296,9.355123094920029e-11,2357,1567,Roseburia,0.2,Cancer1
Staphylococcus,0.00429665608070241,1.4393207776572708e-10,2002,1482,Staphylococcus,0.2,Cancer1
Streptococcus,0.012703157108163648,1.635021708330272e-11,2896,1822,Streptococcus,0.2,Cancer1
Subdoligranulum,0.03512049318139362,2.845984031273978e-10,1731,1301,Subdoligranulum,0.2,Cancer1
Veillonella,0.01232953484027648,1.0763914673997428e-10,1832,1405,Veillonella,0.2,Cancer1
Acinetobacter,0.0022417336073229967,1.5511456966056027e-10,1867,1422,Acinetobacter,0.1,Cancer1
Actinomyces,0.0020549224733794136,5.717939403759593e-11,2445,1643,Actinomyces,0.1,Cancer1
Akkermansia,0.04539510554829068,2.3528738605080243e-10,2274,1386,Akkermansia,0.1,Cancer1
Alistipes,0.04838408369138801,1.5680197504158744e-10,2650,1613,Alistipes,0.1,Cancer1
Anaerostipes,0.015505324117317391,4.168080310123299e-11,2034,1491,Anaerostipes,0.1,Cancer1
Atopobium,0.0007472445357743322,1.8283933178941578e-10,1192,1035,Atopobium,0.1,Cancer1
Bacillus,0.0016813002054922473,2.234470720385333e-11,2334,1654,Bacillus,0.1,Cancer1
Bacteroides,0.5538950121427237,0.08892679213887515,3307,1887,Bacteroides,0.1,Cancer1
Bifidobacterium,0.01475807958154306,3.315284715494494e-11,3108,1734,Bifidobacterium,0.1,Cancer1
Bilophila,0.0005604334018307492,8.964959824368229e-05,1386,1194,Bilophila,0.1,Cancer1
Blautia,0.08630674388193538,1.146038383700783e-10,3108,1818,Blautia,0.1,Cancer1
Butyricicoccus,0.005791145152251075,7.151209690101189e-11,1915,1442,Butyricicoccus,0.1,Cancer1
Butyricimonas,0.0020549224733794136,2.8983504520477224e-10,1322,1145,Butyricimonas,0.1,Cancer1
Collinsella,0.004109844946758827,7.726332155224913e-11,2629,1587,Collinsella,0.1,Cancer1
Desulfovibrio,0.002802167009153746,1.4774680448742413e-10,1739,1384,Desulfovibrio,0.1,Cancer1
Dorea,0.01475807958154306,1.143387634177678e-10,2368,1614,Dorea,0.1,Cancer1
Enterococcus,0.0016813002054922473,6.124520800482277e-11,2570,1790,Enterococcus,0.1,Cancer1
Erysipelatoclostridium,0.0005604334018307492,3.1268644135853315e-10,2826,1639,Erysipelatoclostridium,0.1,Cancer1
Faecalibacterium,0.014571268447599478,5.4972723441832605e-11,1986,1472,Faecalibacterium,0.1,Cancer1
Gemella,0.0003736222678871661,2.0038386565449003e-09,1127,971,Gemella,0.1,Cancer1
Haemophilus,0.005604334018307492,1.517160754471018e-10,1504,1246,Haemophilus,0.1,Cancer1
Lachnoclostridium,0.0033626004109844946,4.4572493859486616e-11,3174,1970,Lachnoclostridium,0.1,Cancer1
Lachnospira,0.003923033812815244,1.3202779109888156e-10,1163,1052,Lachnospira,0.1,Cancer1
Listeria,0.0018681113394358306,1.7972558851836245e-10,1703,1336,Listeria,0.1,Cancer1
Mogibacterium,0.0003736222678871661,0.003007347062042063,955,913,Mogibacterium,0.1,Cancer1
Neisseria,0.0033626004109844946,2.334870236986411e-10,1329,1106,Neisseria,0.1,Cancer1
Odoribacter,0.0076592564916869044,9.79739359819494e-11,2526,1594,Odoribacter,0.1,Cancer1
Parabacteroides,0.0110218569026714,2.893297041753489e-11,2870,1747,Parabacteroides,0.1,Cancer1
Parasutterella,0.003736222678871661,6.673160592791722e-10,1080,1019,Parasutterella,0.1,Cancer1
Phascolarctobacterium,0.04950495049504951,1.1472710250954367e-10,1019,945,Phascolarctobacterium,0.1,Cancer1
Pseudomonas,0.0014944890715486644,3.5134475085556936e-10,2184,1588,Pseudomonas,0.1,Cancer1
Roseburia,0.025406314216327296,1.6255520119231706e-11,2357,1567,Roseburia,0.1,Cancer1
Staphylococcus,0.00429665608070241,2.3843113290222834e-11,2002,1482,Staphylococcus,0.1,Cancer1
Streptococcus,0.012703157108163648,2.3674219764778643e-12,2896,1822,Streptococcus,0.1,Cancer1
Subdoligranulum,0.03512049318139362,5.3544839521083485e-11,1731,1301,Subdoligranulum,0.1,Cancer1
Veillonella,0.01232953484027648,1.6332761134094677e-11,1832,1405,Veillonella,0.1,Cancer1
Akkermansia,0.005096418732782369,0.0,2274,1386,Akkermansia,,Cancer5
Alistipes,0.032231404958677684,15.282386951454605,2650,1613,Alistipes,,Cancer5
Anaerostipes,0.03415977961432507,-5.850042672506106e-13,2034,1491,Anaerostipes,,Cancer5
Bacteroides,0.30922865013774103,0.0,3307,1887,Bacteroides,,Cancer5
Bifidobacterium,0.03044077134986226,0.0,3108,1734,Bifidobacterium,,Cancer5
Bilophila,0.003856749311294766,0.0,1386,1194,Bilophila,,Cancer5
Blautia,0.16115702479338842,0.0,3108,1818,Blautia,,Cancer5
Butyricimonas,0.0008264462809917355,0.0,1322,1145,Butyricimonas,,Cancer5
Collinsella,0.024380165289256198,0.0,2629,1587,Collinsella,,Cancer5
Desulfovibrio,0.009779614325068872,0.0,1739,1384,Desulfovibrio,,Cancer5
Faecalibacterium,0.05013774104683196,-1.1324274851176597e-13,1986,1472,Faecalibacterium,,Cancer5
Flavonifractor,0.0008264462809917355,0.0,1207,1105,Flavonifractor,,Cancer5
Gemella,0.0002754820936639119,0.0,1127,971,Gemella,,Cancer5
Holdemania,0.0005509641873278238,0.0,1744,1218,Holdemania,,Cancer5
Lachnoclostridium,0.0028925619834710746,0.0,3174,1970,Lachnoclostridium,,Cancer5
Odoribacter,0.0005509641873278238,0.0,2526,1594,Odoribacter,,Cancer5
Parabacteroides,0.05275482093663912,0.0,2870,1747,Parabacteroides,,Cancer5
Paraprevotella,0.1534435261707989,0.0,1968,1391,Paraprevotella,,Cancer5
Parasutterella,0.0009641873278236915,0.0,1080,1019,Parasutterella,,Cancer5
Phascolarctobacterium,0.0940771349862259,4.205524817280093e-13,1019,945,Phascolarctobacterium,,Cancer5
Roseburia,0.02699724517906336,1.3322676295501878e-13,2357,1567,Roseburia,,Cancer5
Slackia,0.0023415977961432507,0.0,1239,1082,Slackia,,Cancer5
Sutterella,0.0030303030303030303,0.0,1233,1081,Sutterella,,Cancer5
Akkermansia,0.005096418732782369,2.2369370619428118e-07,2274,1386,Akkermansia,1.0,Cancer5
Alistipes,0.032231404958677684,0.645733258176193,2650,1613,Alistipes,1.0,Cancer5
Anaerostipes,0.03415977961432507,7.23328628514599e-08,2034,1491,Anaerostipes,1.0,Cancer5
Bacteroides,0.30922865013774103,1.2040164234087691e-08,3307,1887,Bacteroides,1.0,Cancer5
Bifidobacterium,0.03044077134986226,9.486728282296956e-07,3108,1734,Bifidobacterium,1.0,Cancer5
Bilophila,0.003856749311294766,3.4634526576068774e-07,1386,1194,Bilophila,1.0,Cancer5
Blautia,0.16115702479338842,1.3740074597189295e-08,3108,1818,Blautia,1.0,Cancer5
Butyricimonas,0.0008264462809917355,0.01712541992453563,1322,1145,Butyricimonas,1.0,Cancer5
Collinsella,0.024380165289256198,1.0016938074257951e-07,2629,1587,Collinsella,1.0,Cancer5
Desulfovibrio,0.009779614325068872,5.041329238558659e-07,1739,1384,Desulfovibrio,1.0,Cancer5
Faecalibacterium,0.05013774104683196,3.613998295595063e-08,1986,1472,Faecalibacterium,1.0,Cancer5
Flavonifractor,0.0008264462809917355,2.50472666882619e-06,1207,1105,Flavonifractor,1.0,Cancer5
Gemella,0.0002754820936639119,2.261616556686179e-05,1127,971,Gemella,1.0,Cancer5
Holdemania,0.0005509641873278238,2.799923832979008e-06,1744,1218,Holdemania,1.0,Cancer5
Lachnoclostridium,0.0028925619834710746,8.473758310224033e-07,3174,1970,Lachnoclostridium,1.0,Cancer5
Odoribacter,0.0005509641873278238,0.013911482796800783,2526,1594,Odoribacter,1.0,Cancer5
Parabacteroides,0.05275482093663912,1.4603783971597522e-07,2870,1747,Parabacteroides,1.0,Cancer5
Paraprevotella,0.1534435261707989,3.0734885435929438,1968,1391,Paraprevotella,1.0,Cancer5
Parasutterella,0.0009641873278236915,0.021592295502504265,1080,1019,Parasutterella,1.0,Cancer5
Phascolarctobacterium,0.0940771349862259,1.282765574692546e-08,1019,945,Phascolarctobacterium,1.0,Cancer5
Roseburia,0.02699724517906336,6.684173031265767e-08,2357,1567,Roseburia,1.0,Cancer5
Slackia,0.0023415977961432507,0.0470935613579814,1239,1082,Slackia,1.0,Cancer5
Sutterella,0.0030303030303030303,3.338474723718232e-06,1233,1081,Sutterella,1.0,Cancer5
Akkermansia,0.005096418732782369,4.768378827082958e-09,2274,1386,Akkermansia,0.9,Cancer5
Alistipes,0.032231404958677684,0.3695281308207989,2650,1613,Alistipes,0.9,Cancer5
Anaerostipes,0.03415977961432507,1.7508923196737427e-09,2034,1491,Anaerostipes,0.9,Cancer5
Bacteroides,0.30922865013774103,0.4577431577450923,3307,1887,Bacteroides,0.9,Cancer5
Bifidobacterium,0.03044077134986226,0.22686722344923255,3108,1734,Bifidobacterium,0.9,Cancer5
Bilophila,0.003856749311294766,1.279134845580695e-10,1386,1194,Bilophila,0.9,Cancer5
Blautia,0.16115702479338842,9.69873828631409e-10,3108,1818,Blautia,0.9,Cancer5
Butyricimonas,0.0008264462809917355,0.010424246807799716,1322,1145,Butyricimonas,0.9,Cancer5
Collinsella,0.024380165289256198,1.0274746881279366e-10,2629,1587,Collinsella,0.9,Cancer5
Desulfovibrio,0.009779614325068872,0.02518284980865264,1739,1384,Desulfovibrio,0.9,Cancer5
Faecalibacterium,0.05013774104683196,2.8921299851278354e-10,1986,1472,Faecalibacterium,0.9,Cancer5
Flavonifractor,0.0008264462809917355,0.0006994523602787422,1207,1105,Flavonifractor,0.9,Cancer5
Gemella,0.0002754820936639119,0.002125053190650645,1127,971,Gemella,0.9,Cancer5
Holdemania,0.0005509641873278238,0.0004718374828020045,1744,1218,Holdemania,0.9,Cancer5
Lachnoclostridium,0.0028925619834710746,0.0001804978217422905,3174,1970,Lachnoclostridium,0.9,Cancer5
Odoribacter,0.0005509641873278238,0.009606666761683825,2526,1594,Odoribacter,0.9,Cancer5
Parabacteroides,0.05275482093663912,0.23966317124371067,2870,1747,Parabacteroides,0.9,Cancer5
Paraprevotella,0.1534435261707989,1.759105093829253,1968,1391,Paraprevotella,0.9,Cancer5
Parasutterella,0.0009641873278236915,0.014154991605554706,1080,1019,Parasutterella,0.9,Cancer5
Phascolarctobacterium,0.0940771349862259,6.353299143509592e-10,1019,945,Phascolarctobacterium,0.9,Cancer5
Roseburia,0.02699724517906336,2.383304190871912e-10,2357,1567,Roseburia,0.9,Cancer5
Slackia,0.0023415977961432507,0.028435239184034816,1239,1082,Slackia,0.9,Cancer5
Sutterella,0.0030303030303030303,0.014110752778262348,1233,1081,Sutterella,0.9,Cancer5
Akkermansia,0.005096418732782369,8.698063473078201e-10,2274,1386,Akkermansia,0.8,Cancer5
Alistipes,0.032231404958677684,0.14331679427273986,2650,1613,Alistipes,0.8,Cancer5
Anaerostipes,0.03415977961432507,0.042505779227061176,2034,1491,Anaerostipes,0.8,Cancer5
Bacteroides,0.30922865013774103,0.7166203761836635,3307,1887,Bacteroides,0.8,Cancer5
Bifidobacterium,0.03044077134986226,0.10931214758618117,3108,1734,Bifidobacterium,0.8,Cancer5
Bilophila,0.003856749311294766,0.006764320893982698,1386,1194,Bilophila,0.8,Cancer5
Blautia,0.16115702479338842,0.19886436117482525,3108,1818,Blautia,0.8,Cancer5
Butyricimonas,0.0008264462809917355,0.004581559826473254,1322,1145,Butyricimonas,0.8,Cancer5
Collinsella,0.024380165289256198,0.03073306330891469,2629,1587,Collinsella,0.8,Cancer5
Desulfovibrio,0.009779614325068872,0.027476259764843587,1739,1384,Desulfovibrio,0.8,Cancer5
Faecalibacterium,0.05013774104683196,0.05397053444405627,1986,1472,Faecalibacterium,0.8,Cancer5
Flavonifractor,0.0008264462809917355,0.0036216352715393698,1207,1105,Flavonifractor,0.8,Cancer5
Gemella,0.0002754820936639119,0.0018706805740187507,1127,971,Gemella,0.8,Cancer5
Holdemania,0.0005509641873278238,0.0024668709023374018,1744,1218,Holdemania,0.8,Cancer5
Lachnoclostridium,0.0028925619834710746,0.006382061607784342,3174,1970,Lachnoclostridium,0.8,Cancer5
Odoribacter,0.0005509641873278238,0.003588084694243781,2526,1594,Odoribacter,0.8,Cancer5
Parabacteroides,0.05275482093663912,0.156708947490504,2870,1747,Parabacteroides,0.8,Cancer5
Paraprevotella,0.1534435261707989,0.6822642966220971,1968,1391,Paraprevotella,0.8,Cancer5
Parasutterella,0.0009641873278236915,0.009018347869316923,1080,1019,Parasutterella,0.8,Cancer5
Phascolarctobacterium,0.0940771349862259,0.14144696664084763,1019,945,Phascolarctobacterium,0.8,Cancer5
Roseburia,0.02699724517906336,0.03337812646786809,2357,1567,Roseburia,0.8,Cancer5
Slackia,0.0023415977961432507,0.013020365611598276,1239,1082,Slackia,0.8,Cancer5
Sutterella,0.0030303030303030303,0.009544508700505822,1233,1081,Sutterella,0.8,Cancer5
Akkermansia,0.005096418732782369,0.01686634293919445,2274,1386,Akkermansia,0.7000000000000001,Cancer5
Alistipes,0.032231404958677684,0.06784777194966228,2650,1613,Alistipes,0.7000000000000001,Cancer5
Anaerostipes,0.03415977961432507,0.07185095330308088,2034,1491,Anaerostipes,0.7000000000000001,Cancer5
Bacteroides,0.30922865013774103,0.6504099327639551,3307,1887,Bacteroides,0.7000000000000001,Cancer5
Bifidobacterium,0.03044077134986226,0.0640454252365164,3108,1734,Bifidobacterium,0.7000000000000001,Cancer5
Bilophila,0.003856749311294766,0.01085123228197514,1386,1194,Bilophila,0.7000000000000001,Cancer5
Blautia,0.16115702479338842,0.3389345280227975,3108,1818,Blautia,0.7000000000000001,Cancer5
Butyricimonas,0.0008264462809917355,0.0017437515720155185,1322,1145,Butyricimonas,0.7000000000000001,Cancer5
Collinsella,0.024380165289256198,0.051276900888500815,2629,1587,Collinsella,0.7000000000000001,Cancer5
Desulfovibrio,0.009779614325068872,0.02057628059501532,1739,1384,Desulfovibrio,0.7000000000000001,Cancer5
Faecalibacterium,0.05013774104683196,0.10544523267977188,1986,1472,Faecalibacterium,0.7000000000000001,Cancer5
Flavonifractor,0.0008264462809917355,0.007234973787883929,1207,1105,Flavonifractor,0.7000000000000001,Cancer5
Gemella,0.0002754820936639119,0.0005802974524199691,1127,971,Gemella,0.7000000000000001,Cancer5
Holdemania,0.0005509641873278238,0.0044643691560905824,1744,1218,Holdemania,0.7000000000000001,Cancer5
Lachnoclostridium,0.0028925619834710746,0.006090337529480231,3174,1970,Lachnoclostridium,0.7000000000000001,Cancer5
Odoribacter,0.0005509641873278238,0.0011625606926870136,2526,1594,Odoribacter,0.7000000000000001,Cancer5
Parabacteroides,0.05275482093663912,0.11096864415672346,2870,1747,Parabacteroides,0.7000000000000001,Cancer5
